college_gsis_id,position,player_name,season,team,school_code,passing_attempts,passing_completions,passing_yards,passing_completion_percentage,passing_touchdowns,passing_interceptions,rushing_attempts,rushing_yards,rushing_touchdowns,receiving_receptions,receiving_touchdowns,receiving_yards,defense_pass_breakups,defense_qb_hurries,defense_sacks,defense_solo_tackles,defense_total_tackles,defense_tackles_for_loss,defense_interceptions,defense_touchdowns,kickreturns_avg,kickreturns_long,kickreturns_no,kickreturns_touchdowns,kickreturns_yards,puntreturns_avg,puntreturns_long,puntreturns_no,puntreturns_td,puntreturns_yds,total_fumbles,total_fumbles_lost
340242,WR,Isaiah Neyor,2023,Texas,TXUN,,,,,,,,,,1,0,14,,,,,,,,,,,,,,,,,,,,
340242,WR,Isaiah Neyor,2024,Nebraska,NEUN,,,,,,,2,6,0,34,5,455,0,0,0,1,1,0,,0,,,,,,,,,,,,
341036,IB,Kain Medrano,2020,UCLA,CALA,,,,,,,,,,,,,2,0,0,2,4,1,,0,,,,,,,,,,,,
341036,IB,Kain Medrano,2021,UCLA,CALA,,,,,,,,,,,,,1,1,0,15,24,1,,0,,,,,,,,,,,0,0
341036,IB,Kain Medrano,2022,UCLA,CALA,,,,,,,,,,,,,0,1,0,25,34,1,1,0,,,,,,,,,,,,
341036,IB,Kain Medrano,2023,UCLA,CALA,,,,,,,,,,,,,2,4,2,29,56,7,,0,,,,,,3,3,1,0,3,,
341036,IB,Kain Medrano,2024,UCLA,CALA,,,,,,,,,,,,,4,4,1.5,50,72,11,2,1,,,,,,,,,,,0,0
341061,IB,Easton Gibbs,2020,Wyoming,WYUN,,,,,,,,,,,,,0,0,0,21,42,2.5,,0,,,,,,,,,,,,
341061,IB,Easton Gibbs,2021,Wyoming,WYUN,,,,,,,,,,,,,4,1,2,49,89,7,,0,,,,,,,,,,,,
341061,IB,Easton Gibbs,2022,Wyoming,WYUN,,,,,,,,,,,,,1,3,3,59,112,9,,0,,,,,,,,,,,0,0
341061,IB,Easton Gibbs,2023,Wyoming,WYUN,,,,,,,,,,,,,5,3,2,42,101,4,1,0,,,,,,,,,,,0,0
347705,RB,Frank Gore Jr.,2020,Southern Miss,MSSO,,,,,,,121,708,2,9,1,97,0,0,0,2,2,0,,0,,,,,,,,,,,1,1
347705,RB,Frank Gore Jr.,2021,Southern Miss,MSSO,16,10,189,0.625,4,1,179,801,5,20,0,155,,,,,,,,,,,,,,,,,,,,
347705,RB,Frank Gore Jr.,2022,Southern Miss,MSSO,14,7,179,0.5,3,0,228,1382,9,19,0,219,,,,,,,,,,,,,,,,,,,2,1
347705,RB,Frank Gore Jr.,2023,Southern Miss,MSSO,16,2,18,0.125,0,0,231,1131,10,27,3,221,0,0,0,1,2,0,,0,,,,,,,,,,,3,3
347718,DC,Eric Scott,2020,Southern Miss,MSSO,,,,,,,,,,,,,5,0,0,15,25,0,,0,,,,,,,,,,,,
347718,DC,Eric Scott,2021,Southern Miss,MSSO,,,,,,,,,,,,,1,0,0,14,19,0,2,0,,,,,,,,,,,0,0
347718,DC,Eric Scott,2022,Southern Miss,MSSO,,,,,,,,,,,,,3,0,0,17,25,2,2,2,,,,,,,,,,,,
347731,OT,Dalton Cooper,2021,Texas State,TXSW,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
348176,DT,Myles Murphy,2020,North Carolina,NCUN,,,,,,,,,,,,,0,1,1,6,8,2,,0,,,,,,,,,,,,
348176,DT,Myles Murphy,2021,North Carolina,NCUN,,,,,,,,,,,,,3,1,4,19,38,9,,0,,,,,,,,,,,,
348176,DT,Myles Murphy,2022,North Carolina,NCUN,,,,,,,,,,,,,1,3,1,10,28,1.5,,0,,,,,,,,,,,,
348176,DT,Myles Murphy,2023,North Carolina,NCUN,,,,,,,,,,,,,0,2,1,15,24,4.5,,0,,,,,,,,,,,0,0
348211,WR,Sam Brown,2020,West Virginia,WVUN,,,,,,,,,,8,0,92,,,,,,,,,,,,,,,,,,,,
348211,WR,Sam Brown,2021,West Virginia,WVUN,,,,,,,,,,2,0,16,,,,,,,,,,,,,,,,,,,,
348211,WR,Sam Brown,2022,Houston,TXHO,,,,,,,,,,41,4,471,,,,,,,,,,,,,,,,,,,,
348211,WR,Sam Brown,2023,Houston,TXHO,,,,,,,,,,61,3,815,,,,,,,,,,,,,,,,,,,1,0
348211,WR,Sam Brown,2024,Miami,FLMI,,,,,,,,,,36,2,509,,,,,,,,,,,,,,,,,,,,
348216,DS,R.J. Mickens,2020,Clemson,SCCL,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
348216,DS,R.J. Mickens,2021,Clemson,SCCL,,,,,,,,,,,,,0,2,0,13,29,0.5,2,0,,,,,,,,,,,,
348216,DS,R.J. Mickens,2022,Clemson,SCCL,,,,,,,,,,,,,2,0,0,22,36,3,3,0,,,,,,,,,,,,
348216,DS,R.J. Mickens,2023,Clemson,SCCL,,,,,,,,,,,,,3,0,0,25,39,4,,0,,,,,,,,,,,0,0
348216,DS,R.J. Mickens,2024,Clemson,SCCL,,,,,,,,,,,,,7,2,0,40,68,5.5,2,0,,,,,,,,,,,,
348245,RB,Tahj Brooks,2020,Texas Tech,TXTC,,,,,,,69,255,4,12,0,58,,,,,,,,,,,,,,,,,,,,
348245,RB,Tahj Brooks,2021,Texas Tech,TXTC,,,,,,,87,568,7,6,0,52,,,,,,,,,10.5,21,2,0,21,,,,,,,
348245,RB,Tahj Brooks,2022,Texas Tech,TXTC,,,,,,,148,693,7,28,1,170,0,0,0,2,2,0,,0,,,,,,,,,,,2,1
348245,RB,Tahj Brooks,2023,Texas Tech,TXTC,,,,,,,291,1545,10,29,0,69,,,,,,,,,,,,,,,,,,,2,2
348245,RB,Tahj Brooks,2024,Texas Tech,TXTC,3,2,38,0.667,0,0,286,1505,17,27,1,185,,,,,,,,,,,,,,,,,,,,
348304,WR,Mitchell Tinsley,2020,Western Kentucky,KYWE,1,0,0,0,0,0,1,5,0,43,4,377,0,0,0,1,1,0,,0,,,,,,1.2,5,5,0,6,,
348304,WR,Mitchell Tinsley,2021,Western Kentucky,KYWE,,,,,,,,,,87,14,1402,0,0,0,2,2,0,,0,,,,,,,,,,,,
348304,WR,Mitchell Tinsley,2022,Penn State,PAST,,,,,,,,,,51,5,577,,,,,,,,,,,,,,1,4,4,0,4,1,0
348494,OT,Jordan Williams,2022,Georgia Tech,GATC,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
348580,DC,Jarrick Bernard,2018,Oklahoma State,OKST,,,,,,,,,,,,,1,3,2,49,59,2.5,1,0,,,,,,14,14,1,0,14,,
348580,DC,Jarrick Bernard,2019,Oklahoma State,OKST,,,,,,,,,,,,,5,0,1.5,27,49,2,1,0,,,,,,,,,,,,
348580,DC,Jarrick Bernard,2020,Oklahoma State,OKST,,,,,,,,,,,,,7,1,0,27,32,1,,0,,,,,,,,,,,,
348580,DC,Jarrick Bernard,2021,Oklahoma State,OKST,,,,,,,,,,,,,11,1,1.5,39,51,2,,0,,,,,,,,,,,,
348580,DC,Jarrick Bernard,2022,LSU,LAST,,,,,,,,,,,,,3,0,0,27,42,0.5,2,0,,,,,,,,,,,0,0
348612,DC,Jabbar Muhammad,2020,Oklahoma State,OKST,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
348612,DC,Jabbar Muhammad,2021,Oklahoma State,OKST,,,,,,,,,,,,,3,1,0.5,18,23,0.5,,0,,,,,,,,,,,,
348612,DC,Jabbar Muhammad,2022,Oklahoma State,OKST,,,,,,,,,,,,,9,0,0,32,48,0.5,1,0,,,,,,,,,,,,
348612,DC,Jabbar Muhammad,2023,Washington,WAUN,,,,,,,,,,,,,13,0,2,39,44,5,3,0,,,,,,,,,,,0,0
348612,DC,Jabbar Muhammad,2024,Oregon,ORUN,,,,,,,,,,,,,10,0,0,20,38,0.5,,0,,,,,,,,,,,,
348680,DC,Corey Thornton,2020,UCF,FLCE,,,,,,,,,,,,,2,0,0,23,30,0,1,0,,,,,,,,,,,,
348680,DC,Corey Thornton,2021,UCF,FLCE,,,,,,,,,,,,,6,0,1,22,32,2.5,,0,,,,,,,,,,,,
348680,DC,Corey Thornton,2022,UCF,FLCE,,,,,,,,,,,,,7,2,0,26,36,0,,0,,,,,,,,,,,,
348680,DC,Corey Thornton,2023,UCF,FLCE,,,,,,,,,,,,,6,0,0,18,22,0,3,0,,,,,,,,,,,,
348680,DC,Corey Thornton,2024,Louisville,KYLO,,,,,,,,,,,,,6,1,0,27,38,0,2,0,,,,,,,,,,,,
348705,DT,Cameron Horsley,2020,Boston College,MABC,,,,,,,,,,,,,0,0,0,5,13,1.5,,0,,,,,,,,,,,0,0
348705,DT,Cameron Horsley,2021,Boston College,MABC,,,,,,,,,,,,,1,4,2.5,25,40,3.5,,0,,,,,,,,,,,,
348705,DT,Cameron Horsley,2022,Boston College,MABC,,,,,,,,,,,,,1,2,1,17,32,5.5,,0,,,,,,,,,,,,
348705,DT,Cameron Horsley,2023,Boston College,MABC,,,,,,,,,,,,,3,4,0.5,15,41,3,,0,,,,,,,,,,,,
348705,DT,Cameron Horsley,2024,Boston College,MABC,,,,,,,,,,,,,3,2,0,15,40,7,,0,,,,,,,,,,,,
348709,OG,Christian Mahogany,2023,Boston College,MABC,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
348755,IB,Deshawn Pace,2020,Cincinnati,OHCI,,,,,,,,,,,,,0,0,0,3,10,0,,0,,,,,,,,,,,,
348755,IB,Deshawn Pace,2021,Cincinnati,OHCI,,,,,,,,,,,,,2,1,0.5,45,95,9.5,4,0,,,,,,,,,,,0,0
348755,IB,Deshawn Pace,2022,Cincinnati,OHCI,,,,,,,,,,,,,1,1,1,29,55,5,1,1,,,,,,,,,,,0,0
348755,IB,Deshawn Pace,2023,Cincinnati,OHCI,,,,,,,,,,,,,5,6,1.5,42,80,11,1,0,,,,,,,,,,,1,1
348755,IB,Deshawn Pace,2024,UCF,FLCE,,,,,,,,,,,,,1,0,0,40,61,3.5,2,0,,,,,,,,,,,,
348991,OB,Elijah Roberts,2020,Miami,FLMI,,,,,,,,,,,,,0,0,0,2,4,0,,0,,,,,,,,,,,,
348991,OB,Elijah Roberts,2021,Miami,FLMI,,,,,,,,,,,,,0,1,0.5,3,8,0.5,,0,,,,,,,,,,,,
348991,OB,Elijah Roberts,2022,Miami,FLMI,,,,,,,,,,,,,0,0,0,6,9,1,,0,,,,,,,,,,,,
348991,OB,Elijah Roberts,2023,SMU,TXMU,,,,,,,,,,,,,2,7,8.5,21,37,12.5,,0,,,,,,,,,,,,
348991,OB,Elijah Roberts,2024,SMU,TXMU,,,,,,,,,,,,,1,10,6.5,15,32,10,,0,,,,,,,,,,,0,0
349011,DT,Tonka Hemingway,2020,South Carolina,SCUN,,,,,,,,,,,,,2,1,0,11,16,1,,0,,,,,,,,,,,,
349011,DT,Tonka Hemingway,2021,South Carolina,SCUN,,,,,,,,,,,,,0,0,0,4,6,0,,0,0,0,1,0,0,,,,,,,
349011,DT,Tonka Hemingway,2022,South Carolina,SCUN,,,,,,,,,,1,0,16,1,4,4,17,29,7,,0,,,,,,,,,,,0,0
349011,DT,Tonka Hemingway,2023,South Carolina,SCUN,,,,,,,1,2,1,,,,7,6,1.5,19,32,4.5,,0,,,,,,,,,,,0,0
349011,DT,Tonka Hemingway,2024,South Carolina,SCUN,,,,,,,,,,,,,1,6,4,17,25,4,,0,,,,,,,,,,,0,0
349029,DE,Tyler Baron,2020,Tennessee,TNUN,,,,,,,,,,,,,0,0,1,13,21,3,,0,,,,,,,,,,,,
349029,DE,Tyler Baron,2021,Tennessee,TNUN,,,,,,,,,,,,,2,2,4,8,30,7,,0,,,,,,,,,,,,
349029,DE,Tyler Baron,2022,Tennessee,TNUN,,,,,,,,,,,,,0,5,2.5,10,19,6.5,,0,,,,,,,,,,,,
349029,DE,Tyler Baron,2023,Tennessee,TNUN,,,,,,,,,,,,,2,5,6,16,28,10.5,,0,,,,,,,,,,,0,0
349029,DE,Tyler Baron,2024,Miami,FLMI,,,,,,,,,,,,,0,6,5.5,18,38,11,,0,,,,,,,,,,,,
349064,OG,Jack Conley,2022,Boston College,MABC,,,,,,,,,,1,0,-1,0,0,0,1,1,0,,0,,,,,,,,,,,,
349069,DT,Warren Brinson,2020,Georgia,GAUN,,,,,,,,,,,,,0,0,0,1,3,0,,0,,,,,,,,,,,,
349069,DT,Warren Brinson,2021,Georgia,GAUN,,,,,,,,,,,,,0,1,1,3,8,2,,0,,,,,,,,,,,,
349069,DT,Warren Brinson,2022,Georgia,GAUN,,,,,,,,,,,,,0,0,1,6,11,3,,0,,,,,,,,,,,0,0
349069,DT,Warren Brinson,2023,Georgia,GAUN,,,,,,,,,,,,,1,2,2,15,21,3,,0,,,,,,,,,,,,
349069,DT,Warren Brinson,2024,Georgia,GAUN,,,,,,,,,,,,,0,2,2,20,26,6,,0,,,,,,,,,,,,
349077,DC,Jalen Kimber,2020,Georgia,GAUN,,,,,,,,,,,,,0,0,0,2,2,0,,0,,,,,,,,,,,,
349077,DC,Jalen Kimber,2021,Georgia,GAUN,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
349077,DC,Jalen Kimber,2022,Florida,FLUN,,,,,,,,,,,,,1,0,0,8,13,0,1,1,,,,,,,,,,,,
349077,DC,Jalen Kimber,2023,Florida,FLUN,,,,,,,,,,,,,5,1,0,18,23,0,,0,,,,,,,,,,,0,0
349077,DC,Jalen Kimber,2024,Penn State,PAST,,,,,,,,,,,,,2,0,0,20,31,1,,0,,,,,,,,,,,,
349089,DT,Tramel Walthour,2020,Georgia,GAUN,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
349089,DT,Tramel Walthour,2021,Georgia,GAUN,,,,,,,,,,,,,2,1,0,6,14,0,,0,,,,,,,,,,,,
349089,DT,Tramel Walthour,2022,Georgia,GAUN,,,,,,,,,,,,,0,1,1,11,17,1,,0,,,,,,,,,,,,
349089,DT,Tramel Walthour,2023,Georgia,GAUN,,,,,,,,,,,,,0,0,1,8,11,1,,0,,,,,,,,,,,,
349098,DS,Mike Smith,2020,App State,NCAP,,,,,,,,,,,,,0,1,0,0,3,0,,0,,,,,,,,,,,,
349098,DS,Mike Smith,2022,Eastern Kentucky,KYEA,,,,,,,,,,,,,0,0,0,1,1,0,1,0,,,,,,,,,,,,
349098,DS,Mike Smith,2023,Eastern Kentucky,KYEA,,,,,,,,,,,,,0,0,0,3,10,0,2,0,,,,,,,,,,,0,0
349098,DS,Mike Smith,2024,Eastern Kentucky,KYEA,,,,,,,,,,,,,0,0,0,6,8,0,3,0,,,,,,,,,,,1,0
349223,DS,Jaylon Carlies,2020,Missouri,MOUN,,,,,,,,,,,,,0,0,0,6,8,0,,0,,,,,,,,,,,,
349223,DS,Jaylon Carlies,2021,Missouri,MOUN,,,,,,,,,,,,,0,2,0,54,67,3,4,0,5.5,11,2,0,11,,,,,,,
349223,DS,Jaylon Carlies,2022,Missouri,MOUN,,,,,,,,,,,,,4,0,1,55,72,4,3,0,,,,,,,,,,,,
349223,DS,Jaylon Carlies,2023,Missouri,MOUN,,,,,,,,,,,,,4,2,2,38,64,4.5,2,0,,,,,,,,,,,0,0
349235,TE,Rivaldo Fairweather,2020,Florida International,FLIN,,,,,,,,,,9,0,98,,,,,,,,,,,,,,,,,,,,
349235,TE,Rivaldo Fairweather,2021,Florida International,FLIN,,,,,,,,,,16,1,247,,,,,,,,,,,,,,,,,,,1,1
349235,TE,Rivaldo Fairweather,2022,Florida International,FLIN,,,,,,,,,,28,3,426,,,,,,,,,,,,,,,,,,,,
349235,TE,Rivaldo Fairweather,2023,Auburn,ALAU,,,,,,,,,,38,6,394,0,0,0,0,1,0,,0,,,,,,,,,,,,
349235,TE,Rivaldo Fairweather,2024,Auburn,ALAU,,,,,,,,,,31,2,372,0,0,0,1,1,0,,0,,,,,,,,,,,1,1
349254,DT,J.J. Pegues,2020,Auburn,ALAU,1,1,0,1,0,0,5,14,0,7,0,57,,,,,,,,,,,,,,,,,,,,
349254,DT,J.J. Pegues,2021,Auburn,ALAU,,,,,,,,,,,,,0,0,0,11,16,2,,0,,,,,,,,,,,,
349254,DT,J.J. Pegues,2022,Ole Miss,MSUN,,,,,,,1,4,0,1,1,1,1,3,3,14,25,4,,0,,,,,,,,,,,,
349254,DT,J.J. Pegues,2023,Ole Miss,MSUN,,,,,,,4,13,0,,,,3,2,3.5,18,42,8,,0,,,,,,,,,,,,
349254,DT,J.J. Pegues,2024,Ole Miss,MSUN,,,,,,,21,69,7,,,,0,5,3.5,18,42,13.5,,0,,,,,,,,,,,0,0
349298,OB,Fadil Diggs,2020,Texas A&M,TXAM,,,,,,,,,,,,,0,0,0,1,2,0,,0,,,,,,,,,,,,
349298,OB,Fadil Diggs,2021,Texas A&M,TXAM,,,,,,,,,,,,,0,1,1,2,9,2.5,,0,,,,,,,,,,,,
349298,OB,Fadil Diggs,2022,Texas A&M,TXAM,,,,,,,,,,,,,0,1,3,15,28,5,,0,,,,,,,,,,,,
349298,OB,Fadil Diggs,2023,Texas A&M,TXAM,,,,,,,,,,,,,2,6,4,22,36,11,,0,,,,,,,,,,,,
349298,OB,Fadil Diggs,2024,Syracuse,NYSY,,,,,,,,,,,,,1,3,7,28,42,13,,0,,,,,,,,,,,0,0
349308,DE,Tyler Batty,2020,BYU,UTBY,,,,,,,,,,,,,0,3,4,10,13,5.5,,0,,,,,,,,,,,,
349308,DE,Tyler Batty,2021,BYU,UTBY,,,,,,,,,,,,,0,2,3.5,23,43,7,,0,,,,,,,,,,,,
349308,DE,Tyler Batty,2022,BYU,UTBY,,,,,,,,,,,,,0,4,2,26,46,6,,0,,,,,,,,,,,0,0
349308,DE,Tyler Batty,2023,BYU,UTBY,,,,,,,,,,1,0,36,0,6,5.5,27,54,7.5,,0,,,,,,,,,,,0,0
349308,DE,Tyler Batty,2024,BYU,UTBY,,,,,,,,,,,,,2,8,1.5,32,57,7,2,0,,,,,,,,,,,,
349348,DE,Sean Martin,2021,West Virginia,WVUN,,,,,,,,,,,,,0,1,0,5,15,0.5,,0,,,,,,,,,,,0,0
349348,DE,Sean Martin,2022,West Virginia,WVUN,,,,,,,,,,,,,0,2,4,17,34,8,,0,,,,,,,,,,,,
349348,DE,Sean Martin,2023,West Virginia,WVUN,,,,,,,,,,,,,0,4,1,15,27,5,,0,,,,,,,,,,,,
349348,DE,Sean Martin,2024,West Virginia,WVUN,,,,,,,,,,,,,1,5,3.5,8,23,5.5,,0,,,,,,,,,,,,
349406,RB,Josh Williams,2020,LSU,LAST,,,,,,,14,58,0,,,,0,0,0,1,1,0,,0,13.7,28,3,0,41,,,,,,,
349406,RB,Josh Williams,2021,LSU,LAST,,,,,,,22,105,0,5,0,11,,,,,,,,,0,0,1,0,0,,,,,,,
349406,RB,Josh Williams,2022,LSU,LAST,,,,,,,98,536,6,21,0,132,,,,,,,,,,,,,,,,,,,,
349406,RB,Josh Williams,2023,LSU,LAST,,,,,,,55,284,5,14,1,194,0,0,0,1,1,0,,0,,,,,,,,,,,,
349406,RB,Josh Williams,2024,LSU,LAST,,,,,,,117,482,6,31,0,263,,,,,,,,,8,14,2,0,16,,,,,,,
349410,WR,Lideatrick Griffin,2020,Mississippi State,MSST,,,,,,,,,,10,1,61,0,0,0,1,2,0,,0,37.3,65,7,0,261,,,,,,,
349410,WR,Lideatrick Griffin,2021,Mississippi State,MSST,,,,,,,,,,26,0,269,0,0,0,1,2,0,,1,30.6,100,15,1,459,,,,,,,
349410,WR,Lideatrick Griffin,2022,Mississippi State,MSST,,,,,,,,,,40,4,502,0,0,0,2,2,0,,1,32.3,92,19,1,613,2.3,9,3,0,7,1,0
349410,WR,Lideatrick Griffin,2023,Mississippi State,MSST,,,,,,,17,74,1,50,4,658,,,,,,,,,21.9,39,14,0,307,,,,,,,
349417,DE,Tyrus Wheat,2020,Mississippi State,MSST,,,,,,,,,,,,,2,2,5,12,30,6,1,0,,,,,,,,,,,0,0
349417,DE,Tyrus Wheat,2021,Mississippi State,MSST,,,,,,,,,,,,,2,5,7,19,46,10,1,0,,,,,,,,,,,0,0
349417,DE,Tyrus Wheat,2022,Mississippi State,MSST,,,,,,,,,,,,,2,8,6,25,54,10.5,1,0,,,,,,,,,,,0,0
349626,DC,Ra'Mello Dotson,2020,Kansas,KSUN,,,,,,,,,,,,,0,0,0,1,2,0,,0,,,,,,,,,,,,
349626,DC,Ra'Mello Dotson,2021,Kansas,KSUN,,,,,,,,,,,,,1,0,0,21,24,0,1,0,,,,,,,,,,,0,0
349626,DC,Ra'Mello Dotson,2022,Kansas,KSUN,,,,,,,,,,,,,5,0,0,37,50,1,2,0,,,,,,,,,,,,
349626,DC,Ra'Mello Dotson,2023,Kansas,KSUN,,,,,,,,,,,,,8,1,1,24,34,1,4,2,,,,,,,,,,,,
349626,DC,Ra'Mello Dotson,2024,Kansas,KSUN,,,,,,,,,,,,,6,0,0,39,49,1,5,2,,,,,,,,,,,0,0
349628,DT,Evan Anderson,2020,Florida Atlantic,FLAT,,,,,,,,,,,,,0,1,1.5,5,21,2,,0,,,,,,,,,,,0,0
349628,DT,Evan Anderson,2021,Florida Atlantic,FLAT,,,,,,,,,,,,,1,3,1,13,42,8,,0,,,,,,,,,,,0,0
349628,DT,Evan Anderson,2022,Florida Atlantic,FLAT,,,,,,,,,,,,,0,0,1,10,24,3.5,,0,,,,,,,,,,,,
349628,DT,Evan Anderson,2023,Florida Atlantic,FLAT,,,,,,,,,,,,,1,3,2.5,20,51,4.5,,0,,,,,,,,,,,0,0
349639,WR,LaJohntay Wester,2020,Florida Atlantic,FLAT,,,,,,,8,34,0,17,1,114,,,,,,,,,21.7,37,12,0,260,8.9,27,10,0,89,,
349639,WR,LaJohntay Wester,2021,Florida Atlantic,FLAT,,,,,,,5,29,0,65,4,702,,,,,,,,,,,,,,6.8,48,19,0,129,3,3
349639,WR,LaJohntay Wester,2022,Florida Atlantic,FLAT,,,,,,,15,106,1,62,8,719,0,0,0,1,1,0,,0,,,,,,9.7,41,14,0,136,4,2
349639,WR,LaJohntay Wester,2023,Florida Atlantic,FLAT,,,,,,,8,44,1,108,8,1168,0,0,0,0,0,0,,1,15,15,2,0,30,19.9,67,14,1,278,,
349639,WR,LaJohntay Wester,2024,Colorado,COUN,,,,,,,1,0,0,74,10,931,0,0,0,1,1,0,,1,7,14,2,0,14,12,76,9,1,108,,
349682,WR,Will Sheppard,2020,Vanderbilt,TNVA,,,,,,,,,,2,0,30,0,0,0,1,1,0,,0,,,,,,,,,,,,
349682,WR,Will Sheppard,2021,Vanderbilt,TNVA,,,,,,,,,,43,4,577,0,0,0,1,1,0,,0,,,,,,,,,,,,
349682,WR,Will Sheppard,2022,Vanderbilt,TNVA,,,,,,,,,,60,9,776,0,0,0,2,2,0,,0,,,,,,4.7,23,9,0,42,2,2
349682,WR,Will Sheppard,2023,Vanderbilt,TNVA,,,,,,,,,,47,8,684,,,,,,,,,,,,,,9.9,39,9,0,89,3,1
349682,WR,Will Sheppard,2024,Colorado,COUN,,,,,,,,,,48,6,621,,,,,,,,,,,,,,,,,,,1,1
349763,RB,Jabari Small,2020,Tennessee,TNUN,,,,,,,26,117,0,4,0,24,,,,,,,,,,,,,,,,,,,,
349763,RB,Jabari Small,2021,Tennessee,TNUN,,,,,,,140,792,9,9,0,77,,,,,,,,,,,,,,,,,,,,
349763,RB,Jabari Small,2022,Tennessee,TNUN,,,,,,,157,734,13,12,2,106,,,,,,,,,,,,,,,,,,,,
349763,RB,Jabari Small,2023,Tennessee,TNUN,,,,,,,95,475,2,7,0,40,,,,,,,,,,,,,,,,,,,1,0
349825,QB,Cam Miller,2021,North Dakota State,NDST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
349825,QB,Cam Miller,2022,North Dakota State,NDST,243,159,1971,0.654,13,5,122,561,15,,,,,,,,,,,,,,,,,,,,,,1,1
349825,QB,Cam Miller,2023,North Dakota State,NDST,291,208,2687,0.715,19,4,135,629,13,,,,,,,,,,,,,,,,,,,,,,2,1
349825,QB,Cam Miller,2024,North Dakota State,NDST,351,258,3252,0.735,33,4,145,631,12,,,,,,,,,,,,,,,,,,,,,,1,1
349838,DS,Marques Sigle,2022,North Dakota State,NDST,,,,,,,,,,,,,0,0,0,1,1,0,2,0,,,,,,,,,,,,
349838,DS,Marques Sigle,2023,Kansas State,KSST,,,,,,,,,,,,,9,1,0,47,63,3,1,0,,,,,,,,,,,,
349838,DS,Marques Sigle,2024,Kansas State,KSST,,,,,,,,,,,,,3,0,0,38,60,6.5,3,1,,,,,,,,,,,,
349867,DS,Art Green,2020,Houston,TXHO,,,,,,,,,,,,,2,0,0,8,10,0,,0,,,,,,,,,,,,
349867,DS,Art Green,2021,Houston,TXHO,,,,,,,,,,,,,2,0,0,14,18,0,1,0,,,,,,,,,,,,
349867,DS,Art Green,2022,Houston,TXHO,,,,,,,,,,,,,7,0,0,30,41,3,2,0,,,,,,,,,,,,
349877,DT,Justin Rogers,2020,Kentucky,KYUN,,,,,,,,,,,,,0,0,1,5,9,1,,0,,,,,,,,,,,,
349877,DT,Justin Rogers,2021,Kentucky,KYUN,,,,,,,,,,,,,0,0,1.5,5,17,2.5,,0,,,,,,,,,,,,
349877,DT,Justin Rogers,2022,Kentucky,KYUN,,,,,,,,,,,,,0,0,0.5,7,33,1,,0,,,,,,,,,,,,
349877,DT,Justin Rogers,2023,Auburn,ALAU,,,,,,,,,,,,,0,0,0,9,17,2,,0,,,,,,,,,,,,
349900,IB,De'Rickey Wright,2020,Vanderbilt,TNVA,,,,,,,,,,,,,0,0,0,3,6,0,,0,,,,,,,,,,,0,0
349900,IB,De'Rickey Wright,2021,Vanderbilt,TNVA,,,,,,,,,,,,,2,4,0,13,24,3.5,,0,,,,,,,,,,,,
349900,IB,De'Rickey Wright,2022,Vanderbilt,TNVA,,,,,,,,,,,,,6,0,0,33,55,2.5,3,0,,,,,,,,,,,,
349900,IB,De'Rickey Wright,2023,Vanderbilt,TNVA,,,,,,,,,,,,,3,0,0,32,46,1,2,0,,,,,,,,,,,0,0
349900,IB,De'Rickey Wright,2024,Vanderbilt,TNVA,,,,,,,,,,,,,2,0,0,35,47,1,1,0,,,,,,,,,,,0,0
349905,DT,Nazir Stackhouse,2020,Georgia,GAUN,,,,,,,,,,,,,0,0,0,2,3,0,,0,,,,,,,,,,,,
349905,DT,Nazir Stackhouse,2021,Georgia,GAUN,,,,,,,,,,,,,0,0,1,5,9,2,,0,,,,,,,,,,,,
349905,DT,Nazir Stackhouse,2022,Georgia,GAUN,,,,,,,,,,,,,0,1,0,12,27,2.5,,0,,,,,,,,,,,,
349905,DT,Nazir Stackhouse,2023,Georgia,GAUN,,,,,,,,,,,,,1,0,2,13,24,3,1,0,,,,,,,,,,,,
349905,DT,Nazir Stackhouse,2024,Georgia,GAUN,,,,,,,,,,,,,1,0,0,10,27,1,,0,,,,,,,,,,,,
350070,IB,Jackson Woodard,2020,Arkansas,ARUN,,,,,,,,,,,,,0,0,0,0,2,0,,0,,,,,,,,,,,,
350070,IB,Jackson Woodard,2021,Arkansas,ARUN,,,,,,,,,,,,,0,0,0,5,7,0,,0,,,,,,,,,,,,
350070,IB,Jackson Woodard,2022,Arkansas,ARUN,,,,,,,,,,,,,0,0,0,3,5,0,,0,,,,,,,,,,,,
350070,IB,Jackson Woodard,2023,UNLV,NVLV,,,,,,,,,,,,,2,2,2.5,42,97,9,1,0,,,,,,,,,,,,
350070,IB,Jackson Woodard,2024,UNLV,NVLV,,,,,,,,,,,,,12,4,3.5,69,135,17,4,1,3,3,1,0,3,,,,,,0,0
